STANDARD_VALUE,ALogP,ALogp2,AMR,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,MW,AMW
62000,-0.6577,0.43256929,34.834,4,4,4,4,1,1,282.1844467,6.562428993
83000,-0.1052,0.01106704,29.4986,4,4,4,4,1,1,330.1844467,7.025200994
35000,-0.3932,0.15460624,32.4102,4,4,4,4,1,1,344.2000968,6.884001935
15000,-0.6812,0.46403344,35.3218,4,4,4,4,1,1,358.2157468,6.758787676
10000,-1.6452,2.70668304,37.0816,5,5,5,5,2,2,373.2266459,6.785939016
170000,-0.2701,0.07295401,26.0313,4,4,4,4,1,1,318.1844467,6.917053189
13000,-0.5581,0.31147561,28.9429,4,4,4,4,1,1,332.2000968,6.779593812
11000,-0.8461,0.71588521,31.8545,4,4,4,4,1,1,346.2157468,6.657995131
740,-1.1341,1.28618281,34.7661,4,4,4,4,1,1,360.2313969,6.549661762
65000,-0.9988,0.99760144,29.5557,4,4,4,4,1,1,344.2000968,6.884001935
56000,-1.2429,1.54480041,33.6728,4,4,4,4,1,1,358.2157468,6.758787676
120,-1.5309,2.34365481,36.5844,4,4,4,4,1,1,372.2313969,6.64698923
13000,-1.2425,1.54380625,28.5911,3,3,3,3,1,1,267.1735477,6.516427992
1.00E+05,-1.2425,1.54380625,28.5911,4,4,4,4,1,1,268.1687966,6.704219916
57000,-1.2425,1.54380625,28.5911,5,5,5,5,1,1,269.1640456,6.901642195
54000,-0.6519,0.42497361,36.3846,4,4,4,4,1,1,274.1252176,7.408789664
60000,-1.2425,1.54380625,28.5911,5,5,5,5,1,1,269.1640456,6.901642195
47000,-1.599,2.556801,47.6559,5,5,5,5,2,2,271.1796957,6.614138919
30,-1.1102,1.23254404,47.4797,2,4,4,4,0,0,351.1834437,6.885949876
33,-1.2279,1.50773841,43.3076,4,3,3,4,1,1,423.2310625,6.93821414
120,0.1673,0.02798929,56.6498,5,5,4,5,2,2,371.166748,7.277779373
77,0.8093,0.65496649,62.1519,5,5,4,5,2,2,385.1823981,7.133007372
26,-0.2493,0.06215049,63.2234,5,6,5,6,1,1,401.1773127,7.294132959
30,0.9116,0.83101456,62.2654,5,5,4,5,2,2,405.1277757,7.943681876
36,-1.3068,1.70772624,59.454,4,7,6,7,1,1,488.2311221,7.179869443
1.1,-0.6914,0.47803396,48.7166,5,8,7,8,1,1,447.1794209,7.709990016
8.9,-1.3068,1.70772624,59.454,5,8,7,8,1,1,489.2263711,7.301886136
42,-1.8828,3.54493584,65.2772,5,8,7,8,1,1,517.2576712,7.085721524
13,-1.1949,1.42778601,74.8473,4,7,6,7,1,1,466.2467722,6.856570179
8.9,-0.8513,0.72471169,58.2018,4,7,6,7,1,1,396.1685219,7.474877771
250,-1.4667,2.15120889,68.9392,4,7,6,7,1,1,438.2154721,7.067991485
21,-2.0427,4.17262329,74.7624,4,7,6,7,1,1,466.2467722,6.856570179
5.7,-0.7771,0.60388441,58.2878,4,7,6,7,1,1,472.199822,7.49523527
31,-1.3925,1.93905625,69.0252,4,7,6,7,1,1,514.2467722,7.14231628
68,-1.9685,3.87499225,74.8484,4,7,6,7,1,1,542.2780723,6.952282978
47,-1.3282,1.76411524,71.4153,3,3,3,3,0,0,418.2984138,6.062295853
68,-0.5271,0.27783441,52.0696,3,3,3,3,0,0,424.2514636,6.628929119
812,-1.0125,1.02515625,59.7874,3,4,4,4,1,1,378.2307282,6.521219452
2680,-1.0125,1.02515625,59.7874,3,4,4,4,1,1,378.2307282,6.521219452
13300,-1.0125,1.02515625,59.7874,3,4,4,4,1,1,378.2307282,6.521219452
43,-0.481,0.231361,53.3441,3,4,4,3,1,1,366.2107417,6.781680402
16,-0.481,0.231361,53.3441,3,4,4,3,1,1,366.2107417,6.781680402
89,-0.481,0.231361,53.3441,3,4,4,3,1,1,366.2107417,6.781680402
76,-0.2164,0.04682896,58.0872,3,3,3,3,1,1,382.1811912,7.077429466
59,-0.2164,0.04682896,58.0872,3,3,3,3,1,1,382.1811912,7.077429466
6360,-0.2164,0.04682896,58.0872,3,3,3,3,1,1,382.1811912,7.077429466
50,-0.3187,0.10156969,57.9737,3,3,3,3,1,1,362.2358136,6.355014273
64,-0.3006,0.09036036,56.3616,3,5,5,6,1,1,393.2052417,7.021522174
113,-0.9607,0.92294449,52.4716,3,3,3,3,1,1,348.2201635,6.448521547
853,-0.5155,0.26574025,56.7818,3,3,3,3,0,0,438.2671137,6.541300205
24,-0.906,0.820836,61.0915,3,3,3,3,0,0,376.2514636,6.270857727
54,-1.0083,1.01666889,55.3948,3,3,3,3,0,0,438.2671137,6.541300205
36,-0.906,0.820836,61.0915,3,3,3,3,0,0,376.2514636,6.270857727
1490,-1.0083,1.01666889,55.3948,3,3,3,3,0,0,438.2671137,6.541300205
125,-1.7299,2.99255401,58.7084,3,3,3,3,1,1,376.2514636,6.270857727
81,-1.194,1.425636,64.0031,3,3,3,3,0,0,390.2671137,6.194716091
376,-0.9436,0.89038096,68.2969,3,3,3,3,0,0,404.2827638,6.125496421
1330,-1.5214,2.31465796,71.8289,3,3,3,3,0,0,418.2984138,6.062295853
3140,-1.2847,1.65045409,63.0186,3,3,3,3,0,0,466.2984138,6.387649505
2652,-1.7817,3.17445489,66.0242,3,4,4,4,1,1,406.2620283,6.347844193
847,-1.7817,3.17445489,66.0242,3,4,4,4,1,1,406.2620283,6.347844193
55200,-1.7817,3.17445489,66.0242,3,4,4,4,1,1,406.2620283,6.347844193
331,-1.2502,1.56300004,59.5809,3,4,4,3,1,1,394.2420418,6.570700697
145,-1.2502,1.56300004,59.5809,3,4,4,3,1,1,394.2420418,6.570700697
393,-1.2502,1.56300004,59.5809,3,4,4,3,1,1,394.2420418,6.570700697
333,-0.9856,0.97140736,64.324,3,3,3,3,1,1,410.2124913,6.836874855
224,-1.0879,1.18352641,64.2105,3,3,3,3,1,1,390.2671137,6.194716091
390,-1.0698,1.14447204,62.5984,3,5,5,6,1,1,421.2365419,6.794137772
99,-0.6523,0.42549529,41.4663,3,3,3,3,1,1,337.1612687,7.173644016
120,-1.6633,2.76656689,36.9728,4,3,3,4,2,2,320.2000968,6.670835349
8,-0.9616,0.92467456,61.8938,2,4,4,4,0,0,393.2303939,6.553839898
114,-0.7942,0.63075364,68.1063,3,4,3,4,1,1,344.2463783,6.039410145
10,-0.5062,0.25623844,65.1947,3,4,3,4,1,1,330.2307282,6.115383856
58,-0.5438,0.29571844,72.4001,3,4,3,4,1,1,358.2620283,5.971033805
90,0.3202,0.10252804,63.6653,3,4,3,4,1,1,316.2150781,6.20029565
12487,1.8669,3.48531561,66.7317,3,4,3,4,1,1,316.2150781,6.20029565
154,0.6082,0.36990724,60.7537,3,4,3,4,1,1,302.1994281,6.295821418
38,0.9356,0.87534736,52.9279,3,4,3,4,1,1,274.1681279,6.52781257
176,0.8333,0.69438889,47.2312,3,4,3,4,1,1,336.183778,6.860893429
1330,0.8342,0.69588964,56.5278,3,4,3,4,1,1,364.2150781,6.62209233
69,0.8449,0.71385601,51.9434,3,4,3,4,1,1,350.1994281,6.734604386
93,-1.1216,1.25798656,75.9321,3,4,3,4,1,1,372.2776784,5.909169498
62,-0.8336,0.69488896,73.0205,3,4,3,4,1,1,358.2620283,5.971033805
381,-1.6657,2.77455649,65.5401,3,4,3,4,1,1,344.2463783,6.039410145
208,-1.3777,1.89805729,62.6285,3,4,3,4,1,1,330.2307282,6.115383856
1076,-0.8017,0.64272289,56.8053,3,4,3,4,1,1,302.1994281,6.295821418
2192,-0.5137,0.26388769,53.8937,3,4,3,4,1,1,288.183778,6.404083956
253,-0.1863,0.03470769,46.0679,3,4,3,4,1,1,260.1524779,6.670576356
629,-2.2435,5.03329225,69.0721,3,4,3,4,1,1,358.2620283,5.971033805
546,-1.9555,3.82398025,66.1605,3,4,3,4,1,1,344.2463783,6.039410145
560,-1.7453,3.04607209,40.7259,3,3,2,3,1,1,322.2045135,6.444090269
170,-1.643,2.699449,46.4226,3,3,2,3,0,0,336.2201635,6.34377667
35,-1.7453,3.04607209,40.7259,3,3,2,3,0,0,398.2358136,6.63726356
590,-1.7971,3.22956841,48.0417,3,4,3,4,0,0,428.2463783,6.69134966
18,-1.2656,1.60174336,41.5984,3,4,3,3,0,0,416.2263918,6.937106529
5.4,-1.0852,1.17765904,44.6159,3,5,4,6,0,0,443.2208918,7.148724061
64,-1.7453,3.04607209,40.7259,4,4,3,4,0,0,399.2310625,6.766628179
9400,-2.2428,5.03015184,61.9859,3,3,2,3,0,0,404.2827638,6.125496421
52,-1.7354,3.01161316,46.1503,3,3,2,3,0,0,336.2201635,6.34377667
830,-1.6592,2.75294464,51.1738,3,3,2,3,0,0,350.2358136,6.254210957
46,-1.7872,3.19408384,53.4661,3,4,3,4,0,0,366.2307282,6.425100495
65,-1.2557,1.57678249,47.0228,3,4,3,3,0,0,354.2107417,6.683221542
205,-1.2557,1.57678249,47.0228,3,4,3,3,0,0,354.2107417,6.683221542
12000,-0.7446,0.55442916,46.1729,2,2,2,2,0,0,322.240899,5.967424055
108,-1.7354,3.01161316,46.1503,4,4,3,4,0,0,337.2154125,6.484911779
660,-1.6331,2.66701561,51.847,3,3,2,3,0,0,274.2045135,5.960967684
98,-1.7337,3.00571569,45.4381,3,3,2,3,0,0,334.2045135,6.553029676
80,-1.8688,3.49241344,45.6674,4,4,3,4,0,0,348.183778,6.96367556
27000,-0.6766,0.45778756,42.5287,4,6,5,7,0,0,365.1375561,7.937772958
15,0.8274,0.68459076,60.5398,5,7,6,8,2,2,416.1518262,7.85192125
55,1.6559,2.74200481,67.881,5,5,4,5,2,2,439.0888033,8.609584379
230,0.1673,0.02798929,56.6498,5,5,4,5,2,2,447.1980482,7.331115544
100,0.1673,0.02798929,56.6498,5,5,4,5,2,2,421.1823981,7.389164879
30,-0.0965,0.00931225,61.9958,6,6,5,6,2,2,473.1773127,7.757005127
6,-0.3603,0.12981609,67.3418,7,7,6,7,2,2,501.1722273,7.95511472
1100,-0.1207,0.01456849,59.5614,5,5,4,5,2,2,385.1823981,7.133007372
13,-1.3347,1.78142409,69.8935,5,5,4,5,2,2,363.1980482,6.725889781
1800,1.0351,1.07143201,57.3239,4,4,4,4,2,2,377.1328611,7.696589001
10000,0.2908,0.08456464,51.7083,4,4,4,4,2,2,393.1874835,7.148863336
1500,0.8473,0.71791729,70.2299,4,8,8,9,2,2,448.178041,7.596237983
1000,2.3753,5.64205009,60.1351,4,8,8,5,2,2,427.1541327,8.059511937
4000,0.2908,0.08456464,51.7083,5,5,5,5,2,2,344.1670824,7.17014755
1400,-1.1996,1.43904016,69.6642,4,4,4,4,2,2,349.2187836,6.349432429
10000,-1.0052,1.01042704,73.1646,5,5,3,5,2,2,361.2729274,5.922507006
2300,0.0518,0.00268324,47.6074,5,7,5,8,2,2,372.1797552,7.29764226
319,-2.8451,8.09459401,46.6449,3,3,3,3,2,3,311.2361479,5.985310537
89,-3.1331,9.81631561,49.5565,3,3,3,3,2,3,325.251798,5.913669054
131,-3.4211,11.70392521,52.4681,3,3,3,3,2,3,339.2674481,5.84943876
147,-3.7091,13.75742281,55.3797,3,3,3,3,2,3,353.2830981,5.791526199
5.4,-0.5373,0.28869129,47.0975,4,6,5,6,1,1,432.2049074,7.203415123
24.7,0.1827,0.03337929,46.3525,3,5,4,5,1,1,418.2256428,6.856158079
82.6,-0.2735,0.07480225,41.7515,3,5,4,5,1,1,378.1943427,7.003598939
180,-4.2851,18.36208201,61.2029,3,3,3,3,2,3,381.3143982,5.691259675
52,-1.8774,3.52463076,56.7142,3,3,3,3,1,1,339.2674481,5.84943876
47,-2.1654,4.68895716,59.6258,3,3,3,3,1,1,353.2830981,5.791526199
71,-2.4534,6.01917156,62.5374,3,3,3,3,1,1,367.2987482,5.73904294
45,-2.7414,7.51527396,65.449,3,3,3,3,1,1,381.3143982,5.691259675
264,-3.3174,11.00514276,71.2722,3,3,3,3,1,1,409.3456984,5.60747532
12.8,-2.5156,6.32824336,45.7228,4,4,4,4,2,2,388.262697,6.364962246
13.6,-2.8036,7.86017296,48.6344,4,4,4,4,2,2,402.2783471,6.285599173
83,-3.0916,9.55799056,51.546,4,4,4,4,2,2,416.2939972,6.213343241
176,-3.3796,11.42169616,54.4576,4,4,4,4,2,2,430.3096472,6.147280675
261,-3.9556,15.64677136,60.2808,3,3,3,3,2,2,457.3456984,5.939554524
10.1,-2.5156,6.32824336,45.7228,4,4,4,4,2,2,438.2783471,6.541467867
8.8,-2.8036,7.86017296,48.6344,4,4,4,4,2,2,452.2939972,6.461342816
38,-3.0916,9.55799056,51.546,4,4,4,4,2,2,466.3096472,6.387803387
56,-0.7199,0.51825601,16.4509,2,2,2,2,1,2,184.1000484,7.080771092
39,-1.2959,1.67935681,22.2741,2,2,2,2,1,2,212.1313485,6.629104641
9100,-1.5839,2.50873921,25.1857,2,2,2,2,1,2,226.1469986,6.461342816
110000,0.6236,0.38887696,39.0663,2,2,2,2,1,2,252.1626486,6.465708939
47000,-0.6769,0.45819361,21.2687,2,3,3,3,1,2,276.1262631,7.462871977
144100,0.2637,0.06953769,22.552,2,2,2,2,1,2,324.0262105,9.818976076
166100,-0.9131,0.83375161,16.8645,2,2,2,2,1,2,260.1313485,7.225870792
68800,-0.9649,0.93103201,24.1803,2,3,3,3,1,2,290.1419132,7.25354783
38200,-0.7199,0.51825601,16.4509,2,2,2,2,1,2,260.1313485,7.225870792
1.00E+06,-0.0056,3.14E-05,9.8377,3,3,3,3,1,2,279.056325,9.3018775
69400,-0.9031,0.81558961,16.6861,3,3,3,3,2,3,261.1265975,7.460759928
391100,-1.3843,1.91628649,20.0113,3,3,3,3,2,3,275.1422475,7.240585462
7000,0.7366,0.54257956,52.4322,3,4,3,4,0,0,272.1524779,6.803811947
79.6,-0.2735,0.07480225,41.7515,3,5,4,5,1,1,328.1786926,6.837056096
210,0.187,0.034969,54.3684,4,7,6,7,1,1,456.1685219,7.864974515
320,-0.8889,0.79014321,42.0865,4,4,4,4,1,1,386.247047,6.546560118
430,-0.958,0.917764,50.8522,4,4,4,4,1,1,414.2783471,6.373513032
21,-0.8889,0.79014321,42.0865,4,4,4,4,1,1,386.247047,6.546560118
27,-1.224,1.498176,46.9349,4,4,4,4,1,1,400.262697,6.455849952
61,-1.7052,2.90770704,50.2601,4,4,4,4,1,1,414.2783471,6.373513032
440,-1.5309,2.34365481,36.5844,4,4,4,4,1,1,422.247047,6.810436241
115,-1.9096,3.64657216,52.1284,4,4,4,4,2,2,450.2783471,6.621740398
75,-2.1976,4.82944576,55.04,4,4,4,4,2,2,464.2939972,6.539352073
22,-2.4856,6.17820736,57.9516,4,4,4,4,2,2,478.3096472,6.463643881
1.4,-2.4856,6.17820736,57.9516,4,4,4,4,2,2,478.3096472,6.463643881
1.6,-3.0616,9.37339456,63.7748,4,4,4,4,2,2,506.3409473,6.329261842
0.9,-1.5262,2.32928644,59.6966,4,6,6,4,2,2,514.2908036,6.949875724
0.6,-1.8142,3.29132164,62.6082,4,6,6,4,2,2,528.3064537,6.861122775
0.7,-2.1022,4.41924484,65.5198,4,6,6,4,2,2,542.3221037,6.779026297
0.6,-0.997,0.994009,69.1828,4,4,4,4,2,2,546.2317025,7.381509493
0.07,-1.285,1.651225,72.0944,4,4,4,4,2,2,560.2473526,7.275939644
0.3,-1.573,2.474329,75.006,4,4,4,4,2,2,574.2630026,7.178287533
4.8,-2.4856,6.17820736,57.9516,6,6,6,6,2,2,480.3001452,6.670835349
1.3,-2.7736,7.69285696,60.8632,6,6,6,6,2,2,494.3157952,6.59087727
1.9,-3.0616,9.37339456,63.7748,6,6,6,6,2,2,508.3314453,6.517069811
2.5,-3.0616,9.37339456,63.7748,5,5,5,5,2,2,507.3361963,6.421977169
2.7,-3.3496,11.21982016,66.6864,4,4,4,4,2,2,520.3565974,6.269356595
134000,-0.601,0.361201,28.1121,3,3,3,3,2,3,228.1262631,6.912917065
91000,-1.3096,1.71505216,38.5533,3,3,3,3,2,3,270.1732133,6.432695555
3500,1.0669,1.13827561,27.7057,2,2,2,2,1,2,210.1156984,7.003856615
25000,-0.0374,0.00139876,38.7909,2,2,2,2,1,2,252.1626486,6.465708939
130,0.2991,0.08946081,28.0721,1,5,5,2,1,1,309.1340489,7.728351221
150,-0.8706,0.75794436,39.536,2,2,2,2,0,0,305.1779644,6.634303573
2100,-0.8738,0.76352644,44.0986,2,2,2,2,0,0,319.1936144,6.514155396
15000,-1.1618,1.34977924,47.0102,2,2,2,2,0,0,333.2092645,6.407870471
5.7,-0.9742,0.94906564,54.1676,2,4,4,4,0,0,365.1990937,6.76294618
300,-1.3825,1.91130625,53.9653,2,4,4,4,1,1,367.2147438,6.557406139
4400,0.1003,0.01006009,54.0341,1,3,3,3,0,0,349.2041791,6.588758096
6.8,-2.1314,4.54286596,63.2746,4,7,6,7,1,1,516.2624223,6.97651922
1.6,-3.6376,13.23213376,69.598,4,4,4,4,2,2,534.3722475,6.213630785
3700,-0.0364,0.00132496,23.9425,2,2,2,2,1,1,288.1626486,6.861015444
750,-0.0364,0.00132496,23.9425,2,2,2,2,1,1,288.1626486,6.861015444
170,0.0659,0.00434281,24.056,2,2,2,2,1,1,308.1080262,7.900205801
1600,-0.0183,3.35E-04,22.3304,2,4,4,5,1,1,319.1320768,7.78370919
4800,-0.0183,3.35E-04,22.3304,2,4,4,5,1,1,319.1320768,7.78370919
2.99,-2.0513,4.20783169,66.0567,4,10,9,10,4,4,520.1845659,7.881584331
0.52,-3.2033,10.26113089,77.7031,4,10,9,10,4,4,576.2471661,7.387784181
2.09,-1.8224,3.32114176,70.0093,4,7,6,7,1,1,578.2780723,7.139235461
1.8,-2.3418,5.48402724,80.1372,4,9,8,9,4,4,574.2679016,7.178348769
9.81,-2.9405,8.64654025,81.8675,4,10,9,10,4,4,590.2628162,7.287195261
4.94,-2.6732,7.14599824,85.267,4,9,8,9,4,4,588.2835516,7.087753634
3000,-0.9207,0.84768849,46.6458,4,6,5,7,0,0,379.1532062,7.737820534
12.5,-1.2087,1.46095569,49.5574,4,6,5,7,0,0,393.1688562,7.560939543
440,-1.2605,1.58886025,56.8732,4,7,6,8,0,0,423.1794209,7.556775373
240,-0.4644,0.21566736,55.173,4,6,5,7,0,0,427.1298839,8.214036228
6800,-1.118,1.249924,50.5419,4,6,5,7,0,0,317.1375561,7.550894193
8.8,-2.6187,6.85758969,49.8895,5,5,4,5,1,2,363.194677,6.98451302
2.8,-2.4937,6.21853969,58.5333,6,6,4,6,1,1,405.2052417,7.10886389
1.2,-2.5036,6.26801296,53.1089,6,6,4,6,1,1,467.2208918,7.300326434
8,-1.9206,3.68870436,52.9832,4,5,4,5,0,0,378.1943427,7.003598939
2.2,-2.5036,6.26801296,53.1089,6,6,4,6,1,1,467.2208918,7.300326434
70,-2.4772,6.13651984,56.7557,5,4,3,5,3,3,454.2732617,6.680489143
4,-1.7329,3.00294241,62.3713,5,4,3,5,3,3,488.2342894,7.17991602
0.02,-2.7652,7.64633104,59.6673,5,4,3,5,3,3,468.2889118,6.595618476
0.06,-3.0532,9.32203024,62.5789,5,4,3,5,3,3,482.3045618,6.517629214
0.5,-2.5969,6.74388961,71.1061,5,4,3,5,3,3,530.2812395,6.886769345
4.4,-2.8849,8.32264801,74.0177,5,4,3,5,3,3,544.2968896,6.80371112
21.9,-3.1729,10.06729441,76.9293,5,4,3,5,3,3,558.3125397,6.726657105
147,-2.0505,4.20455025,71.8632,6,5,4,6,3,3,497.3154609,6.543624485
2.9,-1.3062,1.70615844,77.4788,6,5,4,6,3,3,531.2764885,6.990480112
0.7,-1.9862,3.94499044,71.4815,6,5,4,6,3,3,527.2451884,7.322849839
18,-1.757,3.087049,66.1118,5,4,3,5,3,3,500.2342894,7.24977231
180,-1.8301,3.34926601,52.9567,5,4,3,5,3,3,460.2029892,7.422628859
33,-2.1181,4.48634761,55.8683,5,4,3,5,3,3,474.2186393,7.295671374
36,-2.4061,5.78931721,58.7799,5,4,3,5,3,3,488.2342894,7.17991602
46,-2.6941,7.25817481,61.6915,5,4,3,5,3,3,502.2499394,7.073942809
0.5,-2.3089,5.33101921,68.1945,5,4,3,5,3,3,516.2655895,6.97656202
10.9,-1.8702,3.49764804,64.0746,5,4,3,5,2,2,502.2499394,7.073942809
95,-2.4061,5.78931721,58.7799,6,5,4,6,3,3,489.2295383,7.301933408
1.5,-1.6706,2.79090436,73.0012,6,5,4,6,3,3,532.2605041,7.096806721
0.7,-1.9586,3.83611396,75.9128,6,5,4,6,3,3,546.2761542,7.003540438
3,-2.2466,5.04721156,78.8244,6,5,4,6,3,3,560.2918042,6.917182768
590,-1.9829,3.93189241,45.815,7,7,5,7,4,4,348.1698593,7.568909984
620,-0.0994,0.00988036,47.0991,0,2,2,2,2,2,324.2089301,6.234787118
890,-1.2706,1.61442436,50.8507,4,5,4,5,2,3,373.1557047,7.463114094
1300,1.1155,1.24434025,48.2211,2,4,4,5,1,2,434.1664137,7.616954626
2500,-1.4931,2.22934761,28.1426,4,5,5,5,2,3,368.1194635,8.002597033
2.4,-2.1326,4.54798276,51.0134,5,5,4,5,0,0,452.2099928,7.293709561
9,-1.2087,1.46095569,49.5574,4,6,5,7,0,0,393.1688562,7.560939543
11,-2.6187,6.85758969,49.8895,5,5,4,5,1,2,363.194677,6.98451302
340,-2.5036,6.26801296,53.1089,6,6,4,6,1,1,467.2208918,7.300326434
13,-1.8688,3.49241344,45.6674,5,5,4,5,0,0,349.179027,7.126102591
1100,-1.7985,3.23460225,50.2862,3,3,2,3,0,0,346.2045135,6.657779105
1000,-1.4781,2.18477961,49.8899,3,3,2,3,0,0,348.2201635,6.448521547
17,-1.6989,2.88626121,49.9873,3,3,2,3,0,0,348.2201635,6.448521547
1600,-0.8185,0.66994225,50.0586,2,2,2,2,0,0,334.240899,6.077107254
23,-1.834,3.363556,50.2166,4,4,3,4,0,0,362.1994281,6.833951473
1200,-1.7795,3.16662025,48.2769,4,4,3,4,0,0,347.1997624,6.807838479
800,-2.1602,4.66646404,48.2598,4,4,3,4,1,1,349.2154125,6.588970047
4.2,-1.3085,1.71217225,49.2034,5,5,4,5,1,1,363.194677,6.98451302
13,-1.7266,2.98114756,47.9392,4,4,2,4,1,1,349.2154125,6.588970047
4.5,-1.0692,1.14318864,62.1628,5,5,3,5,1,1,397.1557047,7.637609706
270,-2.2749,5.17517001,55.8105,3,3,2,3,0,0,300.2201635,6.00440327
0.48,-1.3282,1.76411524,53.9405,3,5,5,5,1,1,389.2103271,6.950184413
37,-0.9794,0.95922436,51.6282,4,7,6,7,1,1,460.199822,7.422577774
100,-2.1708,4.71237264,68.1888,4,7,6,7,1,1,530.2780723,6.886728212
0.82,-1.2674,1.60630276,54.5398,4,7,6,7,1,1,474.2154721,7.295622647
100,-2.4588,6.04569744,71.1004,4,7,6,7,1,1,544.2937224,6.80367153
13,-0.441,0.194481,53.0104,4,7,6,7,1,1,460.199822,7.422577774
28,-1.0188,1.03795344,56.5424,4,7,6,7,1,1,474.2154721,7.295622647
17100,-1.2078,1.45878084,28.7809,3,3,2,5,0,0,296.1399018,7.403497545
1300,-0.7683,0.59028489,34.5134,3,3,2,5,0,0,310.1555519,7.212919811
12600,-0.6741,0.45441081,34.8831,3,3,2,5,0,0,330.1009295,8.252523237
10000,-0.1097,0.01203409,35.2155,3,6,5,5,0,0,364.1272864,8.468076429
8100,-1.2596,1.58659216,36.0967,3,4,3,6,0,0,326.1504665,7.412510602
1200,-1.9115,3.65383225,37.5748,5,5,3,7,1,1,339.1457155,7.70785717
700,-1.8327,3.35878929,41.6468,5,5,3,7,1,1,353.1613655,7.514071607
24500,-1.7304,2.99428416,47.3435,5,5,3,7,0,0,367.1770156,7.343540312
2600,1.8694,3.49465636,40.8368,7,12,12,7,1,1,533.041486,11.10503096
2900,0.5312,0.28217344,65.4162,5,9,7,6,2,2,491.1490473,8.468087022
4100,-0.4512,0.20358144,27.4729,1,3,3,3,2,2,347.0979998,8.26423809
6700,0.9272,0.85969984,40.3296,2,6,5,6,2,2,403.0490467,9.596405874
8000,1.5581,2.42767561,37.4249,2,8,8,4,1,1,448.0868616,9.533763013
8500,-1.3954,1.94714116,45.6147,8,9,8,9,2,2,517.1783753,8.080912115
13000,0.3815,0.14554225,54.811,4,9,9,6,1,2,418.1616606,8.199248247
14000,-0.2106,0.04435236,39.9474,3,5,5,6,0,0,439.1895917,7.572234339
15000,0.5384,0.28987456,48.2237,0,2,2,2,2,2,324.2089301,6.234787118
16000,1.6822,2.82979684,51.6902,2,3,3,3,2,3,322.2045135,6.444090269
22000,-1.2251,1.50087001,55.7594,3,6,6,6,3,3,363.1106726,8.252515287
27000,-0.2972,0.08832784,12.8526,7,6,6,7,1,2,329.1388935,8.228472337
28000,-3.5057,12.28993249,37.5242,2,10,10,10,7,7,442.0899968,8.841799936
1.49,-5.2573,27.63920329,70.4926,6,6,6,7,5,7,638.3971195,6.649969995
894,-3.9677,15.74264329,77.9696,5,6,6,7,3,5,605.3967852,6.440391332
350,-1.8894,3.56983236,101.4363,3,9,9,9,1,1,708.377452,6.811321654
3880,-1.9685,3.87499225,62.2177,2,7,7,7,2,2,489.2151377,7.301718473
5800,-2.4927,6.21355329,60.7251,2,6,6,6,2,2,487.2358732,7.061389466
29,-1.0402,1.08201604,68.5037,3,3,3,3,0,0,404.2827638,6.125496421
127,-2.0179,4.07192041,61.62,3,3,3,3,1,1,390.2671137,6.194716091
506,-0.8849,0.78304801,67.1218,3,4,3,4,1,1,420.2776784,6.27280117
700,-1.7872,3.19408384,53.4661,3,4,3,4,0,0,366.2307282,6.425100495
280,0.0697,0.00485809,38.3469,3,4,3,4,1,1,222.1368278,6.533436112
400,0.9482,0.89908324,76.1933,3,6,5,3,2,3,296.1136478,8.225379104
2250,0.2007,0.04028049,47.1375,3,4,3,4,1,1,258.1368278,6.976671022
85000,1.9402,3.76437604,45.3332,2,10,10,4,1,1,339.0806313,9.972959744
13000,-0.8873,0.78730129,49.0665,2,4,4,4,1,1,185.1528122,5.786025382
44000,-0.256,0.065536,32.464,2,4,4,4,1,1,203.105862,7.253780787
24000,1.2326,1.51930276,43.6952,2,4,4,4,1,1,271.0279173,9.679568476
157000,-1.0687,1.14211969,47.0975,2,4,4,4,1,1,183.1371622,6.104572072
21000,-1.3567,1.84063489,50.0091,2,4,4,4,1,1,197.1528122,5.974327643
28000,-0.544,0.295936,35.3756,2,4,4,4,1,1,217.1215121,7.003919745
9000,0.9446,0.89226916,46.6068,2,4,4,4,1,1,285.0435674,9.194953787
45000,1.6522,2.72976484,48.2448,2,10,10,4,1,1,353.0962814,9.543142739
93000,0.1335,0.01782225,57.8106,2,4,4,4,1,1,211.1684623,5.865790619
89000,-0.1545,0.02387025,60.7222,2,4,4,4,1,1,225.1841124,5.773951599
17000,0.2103,0.04422609,51.6124,2,4,4,4,1,1,185.1528122,5.786025382
233,-0.2558,0.06543364,69.4885,3,4,3,4,1,1,344.2463783,6.039410145
105.3,-1.6157,2.61048649,62.7786,3,6,6,5,1,1,550.2631712,7.240304884
121.6,-2.7232,7.41581824,75.0451,3,6,6,6,1,1,590.3144578,6.864121603
156.8,-2.1472,4.61046784,69.2219,3,6,6,6,1,1,562.2831577,7.028539471
98,-1.8592,3.45662464,66.3103,3,6,6,6,1,1,548.2675076,7.120357242
48500,1.2741,1.62333081,129.3758,4,4,3,4,2,2,442.3559287,5.671229855
8100,0.892,0.795664,131.2806,5,5,4,5,2,2,472.3664934,5.760566993
9900,0.8784,0.77158656,123.3895,4,4,3,4,2,2,426.3246286,5.840063405
22100,1.314,1.726596,112.4299,2,2,2,2,0,0,374.3660995,5.128302732
28000,0.3463,0.11992369,102.3606,2,2,2,2,1,2,346.3347993,5.16917611
